距	㇑㇕㇐㇑㇐㇑㇀㇐㇕㇐㇗
椒	㇐㇑㇓㇔㇑㇐㇐㇚㇓㇔㇇㇏
幕	㇐㇑㇑㇑㇕㇐㇐㇐㇓㇏㇑㇆㇑
撤	㇐㇚㇀㇔㇐㇜㇔㇑㇆㇐㇐㇓㇐㇓㇏
铅	㇓㇐㇐㇐㇙㇓㇅㇑㇕㇐
赃	㇑㇕㇓㇔㇔㇐㇓㇐㇑㇐
割	㇔㇔㇇㇐㇐㇐㇑㇑㇕㇐㇑㇚
渝	㇔㇔㇀㇓㇏㇐㇑㇆㇐㇐㇑㇚
药	㇐㇑㇑㇜㇜㇀㇓㇆㇔
枇	㇐㇑㇓㇔㇐㇙㇓㇟
杷	㇐㇑㇓㇔㇕㇑㇐㇟
击	㇐㇐㇑㇗㇑
驻	㇕㇉㇀㇔㇐㇐㇑㇐
蔻	㇐㇑㇑㇔㇔㇇㇐㇐㇓㇟㇑㇐㇇㇔
驰	㇕㇉㇀㇆㇑㇟
跃	㇑㇕㇐㇑㇐㇑㇀㇓㇐㇓㇏
械	㇐㇑㇓㇔㇐㇐㇓㇑㇂㇓㇔
笙	㇓㇐㇔㇓㇐㇔㇓㇐㇐㇑㇐
牵	㇐㇓㇔㇔㇇㇓㇐㇐㇑
绚	㇜㇜㇀㇓㇆㇑㇕㇐㇐
陵	㇡㇑㇐㇑㇐㇓㇔㇓㇇㇏
输	㇐㇜㇑㇀㇓㇏㇐㇑㇆㇐㇐㇑㇚
诱	㇔㇊㇓㇐㇑㇓㇏㇡㇓
呲	㇑㇕㇐㇑㇐㇑㇀㇓㇟
鎏	㇔㇔㇀㇔㇐㇜㇔㇓㇑㇟㇓㇏㇐㇐㇑㇔㇓㇐
耗	㇐㇐㇐㇑㇓㇔㇓㇐㇐㇟
匝	㇐㇑㇆㇑㇗
豌	㇐㇑㇕㇐㇔㇓㇀㇔㇔㇇㇓㇇㇔㇆㇟
俯	㇓㇑㇔㇐㇓㇓㇑㇐㇚㇔
瞰	㇑㇕㇐㇐㇐㇇㇐㇑㇑㇐㇐㇀㇓㇐㇓㇏
兢	㇐㇑㇑㇕㇐㇓㇙㇐㇑㇑㇕㇐㇓㇟
努	㇛㇓㇐㇇㇏㇆㇓
螺	㇑㇕㇐㇑㇐㇔㇑㇕㇐㇑㇐㇜㇜㇔㇚㇓㇔
捡	㇐㇚㇀㇓㇏㇐㇔㇔㇓㇐
斥	㇓㇓㇐㇑㇔
嚏	㇑㇕㇐㇐㇑㇔㇇㇑㇕㇐㇑㇐㇇㇑㇐㇓㇏
翠	㇕㇔㇀㇕㇔㇀㇔㇐㇓㇔㇓㇔㇐㇑
琣	㇐㇐㇑㇀㇔㇐㇔㇓㇐㇑㇕㇐
诞	㇔㇊㇓㇑㇐㇗㇋㇏
宇	㇔㇔㇇㇐㇐㇚
缙	㇜㇜㇀㇐㇑㇑㇔㇓㇐㇑㇕㇐㇐
碚	㇐㇓㇑㇕㇐㇔㇐㇔㇓㇐㇑㇕㇐
栀	㇐㇑㇓㇔㇓㇓㇐㇆㇟
赚	㇑㇕㇓㇔㇔㇓㇐㇕㇐㇐㇑㇑㇓㇏
蛙	㇑㇕㇐㇑㇐㇔㇐㇑㇐㇐㇑㇐
娇	㇛㇓㇐㇓㇐㇓㇏㇓㇑
邹	㇓㇇㇕㇐㇐㇡㇑
挣	㇐㇚㇀㇓㇇㇕㇐㇐㇚
郑	㇔㇓㇐㇐㇓㇔㇡㇑
垚	㇐㇑㇐㇐㇑㇀㇐㇑㇐
辩	㇔㇐㇔㇓㇐㇐㇓㇔㇊㇔㇐㇔㇓㇐㇐㇑
判	㇔㇓㇐㇐㇓㇑㇚
澳	㇔㇔㇀㇓㇑㇕㇔㇓㇐㇑㇓㇔㇐㇓㇏
父	㇓㇔㇓㇏
攴	㇑㇐㇇㇏
浇	㇔㇔㇀㇐㇂㇓㇐㇓㇟
禹	㇓㇑㇕㇐㇑㇆㇑㇀㇔
汪	㇔㇔㇀㇐㇐㇑㇐
佩	㇓㇑㇓㇈㇐㇑㇆㇑
愕	㇔㇔㇑㇑㇕㇐㇑㇕㇐㇐㇐㇉
粪	㇔㇓㇐㇑㇓㇏㇐㇑㇑㇐㇓㇔
舞	㇓㇐㇐㇑㇑㇑㇑㇐㇓㇇㇔㇐㇜㇑
丛	㇓㇔㇓㇏㇐
坎	㇐㇑㇀㇓㇇㇓㇏
谐	㇔㇊㇐㇙㇓㇟㇓㇑㇕㇐㇐
亿	㇓㇑㇈
茜	㇐㇑㇑㇐㇑㇕㇓㇗㇐
掬	㇐㇚㇀㇓㇆㇔㇓㇐㇑㇓㇔
娴	㇛㇓㇐㇔㇑㇆㇐㇑㇓㇔
壮	㇔㇀㇑㇐㇑㇐
噱	㇑㇕㇐㇑㇐㇇㇓㇐㇟㇐㇓㇁㇓㇓㇓㇏
匪	㇐㇑㇐㇐㇐㇑㇐㇐㇐㇗
夷	㇐㇕㇐㇉㇓㇏
砂	㇐㇓㇑㇕㇐㇑㇓㇔㇓
吼	㇑㇕㇐㇇㇚㇀㇟
粹	㇔㇓㇐㇑㇓㇔㇔㇐㇓㇔㇓㇔㇐㇑
殡	㇐㇓㇇㇔㇔㇔㇇㇓㇑㇐㇑㇐㇓㇔
纹	㇜㇜㇀㇔㇐㇓㇏
睬	㇑㇕㇐㇐㇐㇓㇔㇔㇓㇐㇑㇓㇏
卤	㇑㇐㇑㇕㇓㇔㇐
坦	㇐㇑㇀㇑㇕㇐㇐㇐
咽	㇑㇕㇐㇑㇕㇐㇓㇔㇐
陂	㇡㇑㇇㇓㇑㇇㇏
峡	㇑㇗㇑㇐㇔㇓㇐㇓㇏
盥	㇓㇑㇐㇐㇚㇇㇓㇔㇕㇐㇐㇑㇕㇑㇑㇐
锐	㇓㇐㇐㇐㇙㇔㇓㇑㇕㇐㇓㇟
嗅	㇑㇕㇐㇓㇑㇕㇐㇐㇐㇐㇓㇏㇔
岩	㇑㇗㇑㇐㇓㇑㇕㇐
蜂	㇑㇕㇐㇑㇐㇔㇓㇇㇏㇐㇐㇐㇑
岭	㇑㇗㇑㇓㇏㇔㇇㇔
篇	㇓㇐㇔㇓㇐㇔㇔㇕㇐㇓㇑㇆㇐㇑㇑
章	㇔㇐㇔㇓㇐㇑㇕㇐㇐㇐㇑
玄	㇔㇐㇜㇜㇔
姿	㇔㇀㇓㇇㇓㇏㇛㇓㇐
察	㇔㇔㇇㇓㇇㇔㇔㇇㇏㇐㇐㇚㇓㇔
讶	㇔㇊㇐㇜㇚㇓
啸	㇑㇕㇐㇕㇐㇐㇑㇓㇑㇓㇔
叼	㇑㇕㇐㇆㇀
摊	㇐㇚㇀㇇㇔㇓㇑㇔㇐㇐㇐㇑㇐
敷	㇐㇑㇕㇐㇐㇑㇔㇔㇐㇆㇓㇓㇐㇓㇏
削	㇑㇔㇓㇑㇆㇐㇐㇑㇚
恵	㇐㇑㇕㇐㇑㇐㇔㇂㇔㇔
漉	㇔㇔㇀㇔㇐㇓㇕㇑㇑㇐㇐㇙㇓㇟
曹	㇐㇑㇕㇐㇑㇑㇐㇑㇕㇐㇐
燚	㇔㇓㇓㇔㇔㇓㇓㇔㇔㇓㇓㇔㇔㇓㇓㇏
帆	㇑㇆㇑㇓㇈㇔
奕	㇔㇐㇓㇚㇓㇔㇐㇓㇏
毅	㇔㇐㇔㇓㇐㇓㇁㇓㇓㇓㇔㇓㇅㇇㇏
鼎	㇑㇕㇐㇐㇐ㄣ㇐㇓㇑㇐㇑㇕
伉	㇓㇑㇔㇐㇓㇈
俪	㇓㇑㇐㇑㇆㇔㇑㇆㇔
惕	㇔㇔㇑㇑㇕㇐㇐㇓㇆㇓㇓
鼾	㇓㇑㇕㇐㇐㇐㇑㇕㇐㇑㇐㇐㇓㇑㇐㇐㇑
忠	㇑㇕㇐㇑㇔㇂㇔㇔
逆	㇔㇓㇐㇗㇑㇓㇔㇋㇏
盐	㇐㇑㇀㇑㇔㇑㇕㇑㇑㇐
榜	㇐㇑㇓㇔㇔㇐㇔㇓㇔㇇㇔㇐㇆㇓
叽	㇑㇕㇐㇓㇈
鲁	㇓㇇㇑㇕㇐㇑㇐㇐㇑㇕㇐㇐
枱	㇐㇑㇓㇔㇜㇔㇑㇕㇐
逢	㇓㇇㇏㇐㇐㇐㇑㇔㇋㇏
僚	㇓㇑㇐㇓㇏㇔㇓㇑㇕㇐㇐㇚㇓㇔
寿	㇐㇐㇐㇓㇐㇚㇔
灶	㇔㇓㇓㇔㇐㇑㇐
烁	㇔㇓㇓㇔㇓㇗㇚㇓㇔
肩	㇔㇕㇐㇓㇑㇆㇐㇐
踵	㇑㇕㇐㇑㇐㇑㇀㇓㇐㇑㇕㇐㇐㇑㇐㇐
肠	㇓㇆㇐㇐㇡㇓㇓
哗	㇑㇕㇐㇓㇑㇓㇟㇐㇑
浅	㇔㇔㇀㇐㇐㇂㇓㇔
狐	㇓㇁㇓㇓㇓㇙㇔㇏
阀	㇔㇑㇆㇓㇑㇐㇂㇓㇔
巡	㇛㇛㇛㇔㇋㇏
垢	㇐㇑㇀㇓㇓㇐㇑㇕㇐
嘲	㇑㇕㇐㇐㇑㇑㇕㇐㇐㇐㇑㇓㇆㇐㇐
壳	㇐㇑㇐㇔㇇㇓㇈
嗖	㇑㇕㇐㇓㇑㇐㇕㇐㇐㇑㇇㇏
危	㇓㇇㇐㇓㇆㇟
恼	㇔㇔㇑㇔㇐㇓㇔㇗㇑
鸥	㇐㇓㇔㇗㇓㇆㇔㇉㇐
秤	㇓㇐㇑㇓㇔㇐㇔㇓㇐㇑
衷	㇔㇐㇑㇕㇐㇑㇓㇙㇓㇏
绘	㇜㇜㇀㇓㇏㇐㇐㇜㇔
阅	㇔㇑㇆㇔㇓㇑㇕㇐㇓㇟
洼	㇔㇔㇀㇐㇑㇐㇐㇑㇐
橡	㇐㇑㇓㇔㇓㇇㇑㇕㇐㇓㇁㇓㇓㇓㇏
柏	㇐㇑㇓㇔㇓㇑㇕㇐㇐
炖	㇔㇓㇓㇔㇐㇗㇑㇟
亟	㇇㇚㇑㇕㇐㇇㇔㇐
侍	㇓㇑㇐㇑㇐㇐㇚㇔
奋	㇐㇓㇏㇑㇕㇐㇑㇐
谨	㇔㇊㇐㇑㇑㇐㇑㇕㇐㇐㇐㇑㇐
棰	㇐㇑㇓㇔㇓㇐㇑㇐㇑㇑㇐㇐
棚	㇐㇑㇓㇔㇓㇆㇐㇐㇓㇆㇐㇐
渊	㇔㇔㇀㇓㇔㇓㇐㇑㇓㇔㇑
蝉	㇑㇕㇐㇑㇐㇔㇔㇓㇑㇕㇐㇐㇐㇑
噶	㇑㇕㇐㇐㇑㇑㇑㇕㇐㇐㇓㇆㇓㇔㇗
嘚	㇑㇕㇐㇓㇓㇑㇑㇕㇐㇐㇐㇐㇚㇔
瑟	㇐㇐㇑㇐㇐㇐㇑㇐㇔㇂㇔㇓㇔
沉	㇔㇔㇀㇔㇇㇓㇈
仰	㇓㇑㇓㇙㇆㇑
栽	㇐㇑㇐㇐㇑㇓㇔㇂㇓㇔
吕	㇑㇕㇐㇑㇕㇐
锋	㇓㇐㇐㇐㇙㇓㇇㇏㇐㇐㇐㇑
樱	㇐㇑㇓㇔㇑㇕㇓㇔㇑㇕㇓㇔㇛㇓㇐
撵	㇐㇚㇀㇐㇐㇓㇔㇐㇐㇓㇏㇐㇜㇐㇑
仲	㇓㇑㇑㇕㇐㇑
瀑	㇔㇔㇀㇑㇕㇐㇐㇐㇑㇑㇐㇓㇏㇚㇔㇀㇓㇔
疾	㇔㇐㇓㇔㇀㇓㇐㇐㇓㇏
歹	㇐㇓㇇㇔
馊	㇓㇇㇙㇓㇑㇐㇕㇐㇐㇑㇇㇏
诬	㇔㇊㇐㇑㇓㇔㇓㇔㇐
夕	㇓㇇㇔
渗	㇔㇔㇀㇜㇔㇐㇓㇏㇓㇓㇓
侮	㇓㇑㇓㇐㇗㇆㇔㇐㇔
辱	㇐㇓㇐㇐㇙㇓㇏㇐㇚㇔
昔	㇐㇑㇑㇐㇑㇕㇐㇐
迫	㇓㇑㇕㇐㇐㇔㇋㇏
趁	㇐㇑㇐㇑㇐㇓㇏㇓㇏㇓㇓㇓
俄	㇓㇑㇓㇐㇚㇀㇂㇓㇔
糯	㇔㇓㇐㇑㇓㇔㇐㇔㇇㇑㇔㇔㇔㇔㇐㇓㇑㇆㇑㇑
雕	㇓㇆㇐㇑㇐㇑㇕㇐㇓㇑㇔㇐㇐㇐㇑㇐
犟	㇕㇐㇉㇑㇕㇐㇑㇕㇐㇑㇐㇔㇓㇐㇐㇑
悚	㇔㇔㇑㇐㇑㇕㇐㇑㇓㇏
肺	㇓㇆㇐㇐㇐㇑㇆㇑
蔼	㇐㇑㇑㇔㇊㇑㇕㇐㇐㇓㇆㇓㇔㇗
遛	㇓㇙㇔㇆㇓㇑㇕㇐㇑㇐㇔㇋㇏
袜	㇔㇇㇑㇓㇔㇐㇐㇑㇓㇏
锤	㇓㇐㇐㇐㇙㇓㇐㇑㇐㇑㇑㇐㇐
茸	㇐㇑㇑㇐㇑㇑㇐㇐㇐
奏	㇐㇐㇐㇓㇏㇐㇐㇓㇔
枉	㇐㇑㇓㇔㇐㇐㇑㇐
瞪	㇑㇕㇐㇐㇐㇇㇔㇓㇓㇏㇐㇑㇕㇐㇔㇓㇐
批	㇐㇚㇀㇐㇙㇓㇟
泄	㇔㇔㇀㇐㇑㇑㇐㇗
肃	㇕㇐㇐㇑㇓㇑㇓㇔
幢	㇑㇆㇑㇔㇐㇔㇓㇐㇑㇕㇐㇐㇑㇐㇐
噜	㇑㇕㇐㇓㇇㇑㇕㇐㇑㇐㇐㇑㇕㇐㇐
浑	㇔㇔㇀㇔㇇㇐㇜㇐㇑
哇	㇑㇕㇐㇐㇑㇐㇐㇑㇐
浊	㇔㇔㇀㇑㇕㇐㇑㇐㇔
恕	㇛㇓㇐㇑㇕㇐㇔㇂㇔㇔
斟	㇐㇑㇑㇐㇐㇐㇓㇔㇗㇔㇔㇐㇑
酌	㇐㇑㇕㇓㇗㇐㇐㇓㇆㇔
麒	㇔㇐㇓㇕㇑㇑㇐㇐㇙㇐㇙㇐㇑㇑㇐㇐㇐㇓㇔
嗨	㇑㇕㇐㇔㇔㇀㇓㇐㇗㇆㇔㇐㇔
瓢	㇐㇑㇕㇑㇑㇐㇐㇐㇚㇓㇔㇓㇓㇙㇔㇏
遭	㇐㇑㇕㇐㇑㇑㇐㇑㇕㇐㇐㇔㇋㇏
慕	㇐㇑㇑㇑㇕㇐㇐㇐㇓㇏㇚㇔㇔㇔
钢	㇓㇐㇐㇐㇙㇑㇆㇓㇔
崂	㇑㇗㇑㇐㇑㇑㇔㇇㇆㇓
衍	㇓㇓㇑㇔㇔㇀㇐㇐㇚
劈	㇕㇐㇓㇑㇕㇐㇔㇐㇔㇓㇐㇐㇑㇆㇓
柴	㇑㇐㇑㇀㇓㇟㇐㇑㇓㇏
疹	㇔㇐㇓㇔㇀㇓㇏㇓㇓㇓
织	㇜㇜㇀㇑㇕㇐㇓㇔
驳	㇕㇉㇀㇓㇔㇓㇏
晖	㇑㇕㇐㇐㇔㇇㇐㇜㇐㇑
玥	㇐㇐㇑㇀㇓㇆㇐㇐
箭	㇓㇐㇔㇓㇐㇔㇔㇓㇐㇑㇆㇐㇐㇑㇚
咀	㇑㇕㇐㇑㇕㇐㇐㇐
磅	㇐㇓㇑㇕㇐㇔㇐㇔㇓㇔㇇㇔㇐㇆㇓
讚	㇔㇐㇐㇐㇑㇕㇐㇓㇐㇑㇐㇓㇙㇓㇐㇑㇐㇓㇟㇑㇕㇐㇐㇐㇓㇔
埋	㇐㇑㇀㇑㇕㇐㇐㇑㇐㇐
怨	㇓㇇㇔㇆㇟㇔㇂㇔㇔
寒	㇔㇔㇇㇐㇐㇑㇑㇐㇓㇏㇔㇔
坝	㇐㇑㇀㇑㇕㇓㇔
衰	㇔㇐㇑㇕㇐㇐㇓㇙㇓㇏
燕	㇐㇑㇑㇐㇑㇕㇐㇑㇐㇀㇓㇟㇔㇔㇔㇔
捧	㇐㇚㇀㇐㇐㇐㇓㇏㇐㇐㇑
绣	㇜㇜㇀㇓㇐㇑㇓㇏㇡㇓
迈	㇐㇆㇓㇔㇋㇏
拂	㇐㇚㇀㇕㇐㇉㇓㇑
朗	㇔㇕㇐㇐㇙㇔㇓㇆㇐㇐
蝴	㇑㇕㇐㇑㇐㇔㇐㇑㇑㇕㇐㇓㇆㇐㇐
蝶	㇑㇕㇐㇑㇐㇔㇐㇑㇑㇐㇗㇐㇑㇓㇏
嘀	㇑㇕㇐㇔㇐㇔㇓㇑㇆㇐㇑㇑㇕㇐
骨	㇑㇕㇕㇔㇇㇑㇆㇐㇐
茄	㇐㇑㇑㇆㇓㇑㇕㇐
柿	㇐㇑㇓㇔㇔㇐㇑㇆㇑
仗	㇓㇑㇐㇓㇏
妻	㇐㇕㇐㇐㇑㇛㇓㇐
讨	㇔㇊㇐㇚㇔
昧	㇑㇕㇐㇐㇐㇐㇑㇓㇏
衔	㇓㇓㇑㇓㇐㇐㇐㇙㇐㇐㇚
呈	㇑㇕㇐㇐㇐㇑㇐
琳	㇐㇐㇑㇀㇐㇑㇓㇔㇐㇑㇓㇏
薯	㇐㇑㇑㇑㇕㇑㇑㇐㇐㇑㇐㇓㇑㇕㇐㇐
杭	㇐㇑㇓㇔㇔㇐㇓㇈
鞍	㇐㇑㇑㇐㇑㇕㇐㇐㇑㇔㇔㇇㇛㇓㇐
锯	㇓㇐㇐㇐㇙㇕㇐㇓㇐㇑㇑㇕㇐
鹤	㇔㇇㇓㇑㇔㇐㇐㇐㇑㇐㇓㇆㇔㇉㇐
秦	㇐㇐㇐㇓㇏㇓㇐㇑㇓㇔
蓓	㇐㇑㇑㇓㇑㇔㇐㇔㇓㇐㇑㇕㇐
泼	㇔㇔㇀㇜㇓㇇㇏㇔
谬	㇔㇊㇕㇔㇀㇕㇔㇀㇓㇏㇓㇓㇓
禾	㇓㇐㇑㇓㇏
彦	㇔㇐㇔㇓㇐㇓㇓㇓㇓
膜	㇓㇆㇐㇐㇐㇑㇑㇑㇕㇐㇐㇐㇓㇏
搽	㇐㇚㇀㇐㇑㇑㇓㇏㇐㇚㇓㇔
弃	㇔㇐㇜㇔㇐㇓㇑
隧	㇡㇑㇔㇓㇐㇓㇁㇓㇓㇓㇔㇔㇋㇏
滋	㇔㇔㇀㇔㇓㇐㇜㇜㇔㇜㇜㇔
媒	㇛㇓㇐㇐㇑㇑㇐㇐㇐㇑㇓㇏
辙	㇐㇜㇑㇀㇔㇐㇜㇔㇑㇆㇐㇐㇓㇐㇓㇏
盼	㇑㇕㇐㇐㇐㇓㇏㇆㇓
浙	㇔㇔㇀㇐㇚㇀㇓㇓㇐㇑
芹	㇐㇑㇑㇓㇓㇐㇑
禧	㇔㇇㇑㇔㇐㇑㇐㇑㇕㇐㇔㇓㇐㇑㇕㇐
翼	㇕㇔㇀㇕㇔㇀㇑㇕㇐㇑㇐㇐㇑㇑㇐㇓㇔
昌	㇑㇕㇐㇐㇑㇕㇐㇐
冤	㇔㇇㇓㇇㇑㇕㇐㇓㇟㇔
遵	㇔㇓㇐㇑㇕㇓㇗㇐㇐㇐㇚㇔㇔㇋㇏
丁	㇐㇚
愣	㇔㇔㇑㇑㇕㇑㇑㇐㇔㇐㇆㇓
伢	㇓㇑㇐㇜㇚㇓
曦	㇑㇕㇐㇐㇔㇓㇐㇐㇑㇐㇓㇐㇑㇓㇔㇐㇉㇂㇓㇔
蛤	㇑㇕㇐㇑㇐㇔㇓㇏㇐㇑㇕㇐
蜊	㇑㇕㇐㇑㇐㇔㇓㇐㇑㇓㇔㇑㇚
磬	㇐㇑㇐㇕㇑㇐㇓㇓㇅㇇㇔㇐㇓㇑㇕㇐
棕	㇐㇑㇓㇔㇔㇔㇇㇐㇐㇚㇓㇔
哀	㇔㇐㇑㇕㇐㇓㇙㇓㇏
胀	㇓㇆㇐㇐㇓㇐㇙㇏
熙	㇐㇑㇑㇕㇐㇑㇗㇕㇐㇟㇔㇔㇔㇔
攘	㇐㇚㇀㇔㇐㇑㇕㇐㇑㇕㇐㇐㇐㇑㇑㇐㇓㇙㇓㇏
妖	㇛㇓㇐㇓㇐㇓㇏
娆	㇛㇓㇐㇐㇂㇓㇐㇓㇟
挠	㇐㇚㇀㇐㇂㇓㇐㇓㇟
蚤	㇇㇏㇔㇑㇕㇐㇑㇐㇔
阁	㇔㇑㇆㇓㇇㇏㇑㇕㇐
擅	㇐㇚㇀㇔㇐㇑㇕㇑㇕㇐㇐㇑㇕㇐㇐㇐
籑	㇓㇐㇔㇓㇐㇔㇑㇕㇐㇐㇐㇐㇓㇏㇔㇕㇐㇐㇙㇓㇔
罄	㇐㇑㇐㇕㇑㇐㇓㇓㇅㇇㇔㇓㇐㇐㇑㇗㇑
竹	㇓㇐㇑㇓㇐㇚
紊	㇔㇐㇓㇏㇜㇜㇔㇚㇓㇔
尖	㇑㇓㇔㇐㇓㇏
泪	㇔㇔㇀㇑㇕㇐㇐㇐
亩	㇔㇐㇑㇕㇐㇑㇐
颦	㇑㇐㇑㇐㇑㇓㇓㇐㇓㇑㇕㇓㇔㇓㇑㇕㇐㇐㇓㇐㇑
艇	㇓㇓㇆㇔㇐㇔㇓㇐㇑㇐㇋㇏
辅	㇐㇜㇑㇀㇐㇑㇆㇐㇐㇑㇔
炜	㇔㇓㇓㇔㇐㇐㇆㇑
仁	㇓㇑㇐㇐
腊	㇓㇆㇐㇐㇐㇑㇑㇐㇑㇕㇐㇐
玮	㇐㇐㇑㇀㇐㇐㇆㇑
蹭	㇑㇕㇐㇑㇐㇑㇀㇔㇓㇑㇕㇑㇔㇓㇐㇑㇕㇐㇐
烊	㇔㇓㇓㇔㇔㇓㇐㇐㇐㇑
莹	㇐㇑㇑㇔㇇㇐㇐㇑㇐㇔
冯	㇔㇀㇕㇉㇐
兼	㇔㇓㇐㇕㇐㇐㇑㇑㇓㇏
筐	㇓㇐㇔㇓㇐㇔㇐㇐㇐㇑㇐㇗
芭	㇐㇑㇑㇕㇑㇐㇟
螨	㇑㇕㇐㇑㇐㇔㇐㇑㇑㇐㇑㇆㇓㇔㇓㇔
愈	㇓㇏㇐㇑㇆㇐㇐㇑㇚㇔㇂㇔㇔
馋	㇓㇇㇙㇓㇇㇑㇕㇐㇓㇟㇔㇔
巍	㇑㇗㇑㇓㇐㇑㇓㇔㇛㇓㇐㇓㇑㇕㇐㇐㇓㇟㇜㇔
峨	㇑㇗㇑㇓㇐㇚㇀㇂㇓㇔
肋	㇓㇆㇐㇐㇆㇓
笆	㇓㇐㇔㇓㇐㇔㇕㇑㇐㇟
飙	㇐㇓㇔㇔㇐㇓㇔㇔㇐㇓㇔㇔㇓㇈㇓㇔
厢	㇐㇓㇐㇑㇓㇔㇑㇕㇐㇐㇐
藿	㇐㇑㇑㇐㇔㇇㇑㇔㇔㇔㇔㇓㇑㇔㇐㇐㇐㇑㇐
啫	㇑㇕㇐㇐㇑㇐㇓㇑㇕㇐㇐
喱	㇑㇕㇐㇐㇓㇑㇕㇐㇐㇑㇐㇐
瑶	㇐㇐㇑㇀㇓㇔㇔㇓㇓㇐㇐㇑㇗㇑
邢	㇐㇐㇓㇑㇡㇑
轴	㇐㇜㇑㇀㇑㇕㇐㇑㇐
雁	㇐㇓㇓㇑㇓㇑㇔㇐㇐㇐㇑㇐
芙	㇐㇑㇑㇐㇐㇓㇏
蓉	㇐㇑㇑㇔㇔㇇㇓㇔㇓㇏㇑㇕㇐
姸	㇛㇓㇐㇐㇐㇓㇐㇐㇑
蕊	㇐㇑㇑㇔㇂㇔㇔㇔㇂㇔㇔㇔㇂㇔㇔
芜	㇐㇑㇑㇐㇐㇓㇟
劫	㇐㇑㇐㇜㇔㇆㇓
珑	㇐㇐㇑㇀㇐㇓㇟㇓㇔
滞	㇔㇔㇀㇐㇑㇑㇑㇔㇇㇑㇆㇑
吆	㇑㇕㇐㇜㇜㇔
鹰	㇔㇐㇓㇓㇑㇓㇑㇔㇐㇐㇐㇑㇐㇓㇆㇔㇉㇐
楠	㇐㇑㇓㇔㇐㇑㇑㇆㇔㇓㇐㇐㇑
卉	㇐㇑㇐㇓㇑
杰	㇐㇑㇓㇏㇔㇔㇔㇔
骡	㇕㇉㇀㇑㇕㇐㇑㇐㇜㇜㇔㇚㇓㇔
馍	㇓㇇㇙㇐㇑㇑㇑㇕㇐㇐㇐㇓㇏
垂	㇓㇐㇑㇐㇑㇑㇐㇐
绊	㇜㇜㇀㇔㇓㇐㇐㇑
潼	㇔㇔㇀㇔㇐㇔㇓㇐㇑㇕㇐㇐㇑㇐㇐
罢	㇑㇕㇑㇑㇐㇐㇑㇐㇜㇔
粑	㇔㇓㇐㇑㇓㇔㇕㇑㇐㇟
昝	㇓㇇㇏㇑㇔㇑㇕㇐㇐
忱	㇔㇔㇑㇔㇇㇓㇟
译	㇔㇊㇇㇏㇐㇐㇑
彤	㇓㇆㇔㇐㇓㇓㇓
窒	㇔㇔㇇㇓㇔㇐㇜㇔㇐㇑㇐
浩	㇔㇔㇀㇓㇐㇑㇐㇑㇕㇐
恋	㇔㇐㇑㇑㇓㇔㇔㇂㇔㇔
吝	㇔㇐㇓㇏㇑㇕㇐
啬	㇐㇑㇔㇓㇐㇑㇕㇑㇕㇐㇐
甬	㇇㇔㇑㇆㇐㇐㇑
脆	㇓㇆㇐㇐㇓㇇㇐㇓㇆㇟
貔	㇓㇔㇔㇓㇁㇓㇓㇓㇑㇕㇓㇔㇐㇐㇙㇓㇟
貅	㇓㇔㇔㇓㇁㇓㇓㇓㇑㇐㇑㇓㇏
寡	㇔㇔㇇㇐㇓㇑㇕㇐㇐㇐㇓㇏㇆㇓
邓	㇇㇔㇡㇑
汾	㇔㇔㇀㇓㇏㇆㇓
嫩	㇛㇓㇐㇐㇑㇕㇐㇑㇓㇔㇓㇐㇓㇏
氏	㇓㇙㇐㇂
裹	㇔㇐㇑㇕㇐㇐㇐㇑㇓㇔㇓㇙㇓㇏
柑	㇐㇑㇓㇔㇐㇑㇑㇐㇐
怖	㇔㇔㇑㇐㇓㇑㇆㇑
症	㇔㇐㇓㇔㇀㇐㇑㇐㇑㇐
狡	㇓㇁㇓㇔㇐㇓㇔㇓㇏
坤	㇐㇑㇀㇑㇕㇐㇐㇑
殷	㇓㇓㇕㇐㇐㇆㇓㇅㇇㇏
胞	㇓㇆㇐㇐㇓㇆㇕㇐㇟
搂	㇐㇚㇀㇔㇓㇐㇑㇓㇏㇛㇓㇐
魏	㇓㇐㇑㇓㇔㇛㇓㇐㇓㇑㇕㇐㇐㇓㇟㇜㇔
罚	㇑㇕㇑㇑㇐㇔㇊㇑㇚
卑	㇓㇑㇕㇐㇐㇓㇐㇑
鄙	㇑㇕㇐㇐㇑㇑㇕㇑㇕㇐㇐㇡㇑
雷	㇐㇔㇇㇑㇔㇔㇔㇔㇑㇕㇐㇑㇐
囱	㇓㇑㇕㇓㇇㇔㇐
慈	㇔㇓㇐㇜㇜㇔㇜㇜㇔㇔㇂㇔㇔
抺	㇐㇚㇀㇐㇐㇑㇓㇏
乓	㇓㇑㇐㇑㇐㇔
诡	㇔㇊㇓㇇㇐㇓㇆㇟
驱	㇕㇉㇀㇐㇓㇔㇗
贾	㇐㇑㇕㇑㇑㇐㇑㇕㇓㇔
攒	㇐㇚㇀㇓㇐㇑㇐㇓㇙㇓㇐㇑㇐㇓㇟㇑㇕㇓㇔
晦	㇑㇕㇐㇐㇓㇐㇗㇆㇔㇐㇔
嘟	㇑㇕㇐㇐㇑㇐㇓㇑㇕㇐㇐㇡㇑
